"""LALY""","x","y"
"LALY",-115.8375,51.5625
"LALY",-115.829166666666,51.5625
"LALY",-115.820833333333,51.5625
"LALY",-115.8125,51.5625
"LALY",-115.804166666666,51.5625
"LALY",-115.795833333333,51.5625
"LALY",-115.7875,51.5625
"LALY",-115.779166666666,51.5625
"LALY",-115.770833333333,51.5625
"LALY",-115.7625,51.5625
"LALY",-115.754166666666,51.5625
"LALY",-115.745833333333,51.5625
"LALY",-115.7375,51.5625
"LALY",-115.645833333333,51.5625
"LALY",-115.6375,51.5625
"LALY",-115.629166666666,51.5625
"LALY",-115.620833333333,51.5625
"LALY",-115.6125,51.5625
"LALY",-115.604166666666,51.5625
"LALY",-115.595833333333,51.5625
"LALY",-115.5875,51.5625
"LALY",-115.579166666666,51.5625
"LALY",-115.570833333333,51.5625
"LALY",-115.5625,51.5625
"LALY",-115.554166666666,51.5625
"LALY",-115.545833333333,51.5625
"LALY",-115.5375,51.5625
"LALY",-115.529166666666,51.5625
"LALY",-115.520833333333,51.5625
"LALY",-115.5125,51.5625
"LALY",-116.504166666666,51.5541666666667
"LALY",-116.495833333333,51.5541666666667
"LALY",-116.4875,51.5541666666667
"LALY",-116.479166666666,51.5541666666667
"LALY",-116.470833333333,51.5541666666667
"LALY",-116.4625,51.5541666666667
"LALY",-116.454166666666,51.5541666666667
"LALY",-116.445833333333,51.5541666666667
"LALY",-116.4375,51.5541666666667
"LALY",-116.429166666666,51.5541666666667
"LALY",-116.420833333333,51.5541666666667
"LALY",-116.4125,51.5541666666667
"LALY",-116.404166666666,51.5541666666667
"LALY",-116.395833333333,51.5541666666667
"LALY",-116.3875,51.5541666666667
"LALY",-116.379166666666,51.5541666666667
"LALY",-116.370833333333,51.5541666666667
"LALY",-116.3625,51.5541666666667
"LALY",-116.354166666666,51.5541666666667
"LALY",-116.345833333333,51.5541666666667
"LALY",-116.3375,51.5541666666667
"LALY",-116.329166666666,51.5541666666667
"LALY",-116.320833333333,51.5541666666667
"LALY",-116.3125,51.5541666666667
"LALY",-116.304166666666,51.5541666666667
"LALY",-116.295833333333,51.5541666666667
"LALY",-116.2875,51.5541666666667
"LALY",-116.279166666666,51.5541666666667
"LALY",-116.270833333333,51.5541666666667
"LALY",-116.2625,51.5541666666667
"LALY",-116.254166666666,51.5541666666667
"LALY",-116.1375,51.5541666666667
"LALY",-116.129166666666,51.5541666666667
"LALY",-116.120833333333,51.5541666666667
"LALY",-116.1125,51.5541666666667
"LALY",-116.104166666666,51.5541666666667
"LALY",-116.095833333333,51.5541666666667
"LALY",-116.0875,51.5541666666667
"LALY",-116.079166666666,51.5541666666667
"LALY",-116.070833333333,51.5541666666667
"LALY",-116.0625,51.5541666666667
"LALY",-116.054166666666,51.5541666666667
"LALY",-116.045833333333,51.5541666666667
"LALY",-116.0375,51.5541666666667
"LALY",-116.029166666666,51.5541666666667
"LALY",-116.020833333333,51.5541666666667
"LALY",-116.0125,51.5541666666667
"LALY",-116.004166666666,51.5541666666667
"LALY",-115.995833333333,51.5541666666667
"LALY",-115.9875,51.5541666666667
"LALY",-115.979166666666,51.5541666666667
"LALY",-115.970833333333,51.5541666666667
"LALY",-115.9625,51.5541666666667
"LALY",-115.954166666666,51.5541666666667
"LALY",-115.945833333333,51.5541666666667
"LALY",-115.9375,51.5541666666667
"LALY",-115.929166666666,51.5541666666667
"LALY",-115.920833333333,51.5541666666667
"LALY",-115.9125,51.5541666666667
"LALY",-115.904166666666,51.5541666666667
"LALY",-115.895833333333,51.5541666666667
"LALY",-115.8875,51.5541666666667
"LALY",-115.879166666666,51.5541666666667
"LALY",-115.870833333333,51.5541666666667
"LALY",-115.8625,51.5541666666667
"LALY",-115.854166666666,51.5541666666667
"LALY",-115.845833333333,51.5541666666667
"LALY",-115.8375,51.5541666666667
"LALY",-115.829166666666,51.5541666666667
"LALY",-115.820833333333,51.5541666666667
"LALY",-115.8125,51.5541666666667
"LALY",-115.804166666666,51.5541666666667
"LALY",-115.795833333333,51.5541666666667
"LALY",-115.7875,51.5541666666667
"LALY",-115.779166666666,51.5541666666667
"LALY",-115.770833333333,51.5541666666667
"LALY",-115.7625,51.5541666666667
"LALY",-115.754166666666,51.5541666666667
"LALY",-115.745833333333,51.5541666666667
"LALY",-115.7375,51.5541666666667
"LALY",-115.629166666666,51.5541666666667
"LALY",-115.620833333333,51.5541666666667
"LALY",-115.6125,51.5541666666667
"LALY",-115.604166666666,51.5541666666667
"LALY",-115.595833333333,51.5541666666667
"LALY",-115.5875,51.5541666666667
"LALY",-115.579166666666,51.5541666666667
"LALY",-115.570833333333,51.5541666666667
"LALY",-115.5625,51.5541666666667
"LALY",-115.554166666666,51.5541666666667
"LALY",-115.545833333333,51.5541666666667
"LALY",-115.5375,51.5541666666667
"LALY",-115.529166666666,51.5541666666667
"LALY",-115.520833333333,51.5541666666667
"LALY",-115.5125,51.5541666666667
"LALY",-115.504166666666,51.5541666666667
"LALY",-116.504166666666,51.5458333333334
"LALY",-116.495833333333,51.5458333333334
"LALY",-116.4875,51.5458333333334
"LALY",-116.479166666666,51.5458333333334
"LALY",-116.470833333333,51.5458333333334
"LALY",-116.4625,51.5458333333334
"LALY",-116.454166666666,51.5458333333334
"LALY",-116.445833333333,51.5458333333334
"LALY",-116.4375,51.5458333333334
"LALY",-116.429166666666,51.5458333333334
"LALY",-116.420833333333,51.5458333333334
"LALY",-116.4125,51.5458333333334
"LALY",-116.404166666666,51.5458333333334
"LALY",-116.395833333333,51.5458333333334
"LALY",-116.3875,51.5458333333334
"LALY",-116.379166666666,51.5458333333334
"LALY",-116.370833333333,51.5458333333334
"LALY",-116.3625,51.5458333333334
"LALY",-116.354166666666,51.5458333333334
"LALY",-116.345833333333,51.5458333333334
"LALY",-116.3375,51.5458333333334
"LALY",-116.329166666666,51.5458333333334
"LALY",-116.320833333333,51.5458333333334
"LALY",-116.3125,51.5458333333334
"LALY",-116.304166666666,51.5458333333334
"LALY",-116.295833333333,51.5458333333334
"LALY",-116.2875,51.5458333333334
"LALY",-116.279166666666,51.5458333333334
"LALY",-116.270833333333,51.5458333333334
"LALY",-116.2625,51.5458333333334
"LALY",-116.254166666666,51.5458333333334
"LALY",-116.245833333333,51.5458333333334
"LALY",-116.1375,51.5458333333334
"LALY",-116.129166666666,51.5458333333334
"LALY",-116.120833333333,51.5458333333334
"LALY",-116.1125,51.5458333333334
"LALY",-116.104166666666,51.5458333333334
"LALY",-116.095833333333,51.5458333333334
"LALY",-116.0875,51.5458333333334
"LALY",-116.079166666666,51.5458333333334
"LALY",-116.070833333333,51.5458333333334
"LALY",-116.0625,51.5458333333334
"LALY",-116.054166666666,51.5458333333334
"LALY",-116.045833333333,51.5458333333334
"LALY",-116.0375,51.5458333333334
"LALY",-116.029166666666,51.5458333333334
"LALY",-116.020833333333,51.5458333333334
"LALY",-116.0125,51.5458333333334
"LALY",-116.004166666666,51.5458333333334
"LALY",-115.995833333333,51.5458333333334
"LALY",-115.9875,51.5458333333334
"LALY",-115.979166666666,51.5458333333334
"LALY",-115.970833333333,51.5458333333334
"LALY",-115.945833333333,51.5458333333334
"LALY",-115.9375,51.5458333333334
"LALY",-115.929166666666,51.5458333333334
"LALY",-115.920833333333,51.5458333333334
"LALY",-115.9125,51.5458333333334
"LALY",-115.904166666666,51.5458333333334
"LALY",-115.895833333333,51.5458333333334
"LALY",-115.8875,51.5458333333334
"LALY",-115.879166666666,51.5458333333334
"LALY",-115.870833333333,51.5458333333334
"LALY",-115.8625,51.5458333333334
"LALY",-115.854166666666,51.5458333333334
"LALY",-115.845833333333,51.5458333333334
"LALY",-115.8375,51.5458333333334
"LALY",-115.829166666666,51.5458333333334
"LALY",-115.820833333333,51.5458333333334
"LALY",-115.8125,51.5458333333334
"LALY",-115.804166666666,51.5458333333334
"LALY",-115.795833333333,51.5458333333334
"LALY",-115.7875,51.5458333333334
"LALY",-115.779166666666,51.5458333333334
"LALY",-115.770833333333,51.5458333333334
"LALY",-115.7625,51.5458333333334
"LALY",-115.754166666666,51.5458333333334
"LALY",-115.745833333333,51.5458333333334
"LALY",-115.7375,51.5458333333334
"LALY",-115.729166666666,51.5458333333334
"LALY",-115.629166666666,51.5458333333334
"LALY",-115.620833333333,51.5458333333334
"LALY",-115.6125,51.5458333333334
"LALY",-115.604166666666,51.5458333333334
"LALY",-115.595833333333,51.5458333333334
"LALY",-115.5875,51.5458333333334
"LALY",-115.579166666666,51.5458333333334
"LALY",-115.570833333333,51.5458333333334
"LALY",-115.5625,51.5458333333334
"LALY",-115.554166666666,51.5458333333334
"LALY",-115.545833333333,51.5458333333334
"LALY",-115.5375,51.5458333333334
"LALY",-115.529166666666,51.5458333333334
"LALY",-115.520833333333,51.5458333333334
"LALY",-115.5125,51.5458333333334
"LALY",-115.504166666666,51.5458333333334
"LALY",-115.495833333333,51.5458333333334
"LALY",-117.079166666666,51.5375
"LALY",-117.070833333333,51.5375
"LALY",-117.0625,51.5375
"LALY",-117.054166666667,51.5375
"LALY",-117.045833333333,51.5375
"LALY",-117.0375,51.5375
"LALY",-117.029166666666,51.5375
"LALY",-117.020833333333,51.5375
"LALY",-116.504166666666,51.5375
"LALY",-116.495833333333,51.5375
"LALY",-116.4875,51.5375
"LALY",-116.479166666666,51.5375
"LALY",-116.470833333333,51.5375
"LALY",-116.4625,51.5375
"LALY",-116.454166666666,51.5375
"LALY",-116.445833333333,51.5375
"LALY",-116.4375,51.5375
"LALY",-116.429166666666,51.5375
"LALY",-116.420833333333,51.5375
"LALY",-116.4125,51.5375
"LALY",-116.404166666666,51.5375
"LALY",-116.395833333333,51.5375
"LALY",-116.3875,51.5375
"LALY",-116.379166666666,51.5375
"LALY",-116.370833333333,51.5375
"LALY",-116.3625,51.5375
"LALY",-116.354166666666,51.5375
"LALY",-116.345833333333,51.5375
"LALY",-116.3375,51.5375
"LALY",-116.329166666666,51.5375
"LALY",-116.320833333333,51.5375
"LALY",-116.3125,51.5375
"LALY",-116.304166666666,51.5375
"LALY",-116.295833333333,51.5375
"LALY",-116.2875,51.5375
"LALY",-116.279166666666,51.5375
"LALY",-116.270833333333,51.5375
"LALY",-116.2625,51.5375
"LALY",-116.254166666666,51.5375
"LALY",-116.245833333333,51.5375
"LALY",-116.129166666666,51.5375
"LALY",-116.120833333333,51.5375
"LALY",-116.1125,51.5375
"LALY",-116.104166666666,51.5375
"LALY",-116.095833333333,51.5375
"LALY",-116.0875,51.5375
"LALY",-116.079166666666,51.5375
"LALY",-116.070833333333,51.5375
"LALY",-116.0625,51.5375
"LALY",-116.054166666666,51.5375
"LALY",-116.045833333333,51.5375
"LALY",-116.0375,51.5375
"LALY",-116.029166666666,51.5375
"LALY",-116.020833333333,51.5375
"LALY",-116.0125,51.5375
"LALY",-116.004166666666,51.5375
"LALY",-115.995833333333,51.5375
"LALY",-115.9875,51.5375
"LALY",-115.979166666666,51.5375
"LALY",-115.9125,51.5375
"LALY",-115.904166666666,51.5375
"LALY",-115.895833333333,51.5375
"LALY",-115.8875,51.5375
"LALY",-115.879166666666,51.5375
"LALY",-115.870833333333,51.5375
"LALY",-115.8625,51.5375
"LALY",-115.854166666666,51.5375
"LALY",-115.845833333333,51.5375
"LALY",-115.8375,51.5375
"LALY",-115.829166666666,51.5375
"LALY",-115.820833333333,51.5375
"LALY",-115.8125,51.5375
"LALY",-115.804166666666,51.5375
"LALY",-115.795833333333,51.5375
"LALY",-115.7875,51.5375
"LALY",-115.779166666666,51.5375
"LALY",-115.770833333333,51.5375
"LALY",-115.7625,51.5375
"LALY",-115.754166666666,51.5375
"LALY",-115.745833333333,51.5375
"LALY",-115.7375,51.5375
"LALY",-115.729166666666,51.5375
"LALY",-115.720833333333,51.5375
"LALY",-115.620833333333,51.5375
"LALY",-115.6125,51.5375
"LALY",-115.604166666666,51.5375
"LALY",-115.595833333333,51.5375
"LALY",-115.5875,51.5375
"LALY",-115.579166666666,51.5375
"LALY",-115.570833333333,51.5375
"LALY",-115.5625,51.5375
"LALY",-115.554166666666,51.5375
"LALY",-115.545833333333,51.5375
"LALY",-115.5375,51.5375
"LALY",-115.529166666666,51.5375
"LALY",-115.520833333333,51.5375
"LALY",-115.5125,51.5375
"LALY",-115.504166666666,51.5375
"LALY",-115.495833333333,51.5375
"LALY",-115.4875,51.5375
"LALY",-117.095833333333,51.5291666666667
"LALY",-117.0875,51.5291666666667
"LALY",-117.079166666666,51.5291666666667
"LALY",-117.070833333333,51.5291666666667
"LALY",-117.0625,51.5291666666667
"LALY",-117.054166666667,51.5291666666667
"LALY",-117.045833333333,51.5291666666667
"LALY",-117.0375,51.5291666666667
"LALY",-117.029166666666,51.5291666666667
"LALY",-117.020833333333,51.5291666666667
"LALY",-117.0125,51.5291666666667
"LALY",-117.004166666666,51.5291666666667
"LALY",-116.504166666666,51.5291666666667
"LALY",-116.495833333333,51.5291666666667
"LALY",-116.4875,51.5291666666667
"LALY",-116.479166666666,51.5291666666667
"LALY",-116.470833333333,51.5291666666667
"LALY",-116.4625,51.5291666666667
"LALY",-116.454166666666,51.5291666666667
"LALY",-116.445833333333,51.5291666666667
"LALY",-116.4375,51.5291666666667
"LALY",-116.429166666666,51.5291666666667
"LALY",-116.420833333333,51.5291666666667
"LALY",-116.4125,51.5291666666667
"LALY",-116.404166666666,51.5291666666667
"LALY",-116.395833333333,51.5291666666667
"LALY",-116.3875,51.5291666666667
"LALY",-116.379166666666,51.5291666666667
"LALY",-116.370833333333,51.5291666666667
"LALY",-116.3625,51.5291666666667
"LALY",-116.354166666666,51.5291666666667
"LALY",-116.345833333333,51.5291666666667
"LALY",-116.3375,51.5291666666667
"LALY",-116.329166666666,51.5291666666667
"LALY",-116.320833333333,51.5291666666667
"LALY",-116.3125,51.5291666666667
"LALY",-116.304166666666,51.5291666666667
"LALY",-116.295833333333,51.5291666666667
"LALY",-116.2875,51.5291666666667
"LALY",-116.279166666666,51.5291666666667
"LALY",-116.270833333333,51.5291666666667
"LALY",-116.2625,51.5291666666667
"LALY",-116.254166666666,51.5291666666667
"LALY",-116.129166666666,51.5291666666667
"LALY",-116.120833333333,51.5291666666667
"LALY",-116.1125,51.5291666666667
"LALY",-116.104166666666,51.5291666666667
"LALY",-116.095833333333,51.5291666666667
"LALY",-116.0875,51.5291666666667
"LALY",-116.079166666666,51.5291666666667
"LALY",-116.070833333333,51.5291666666667
"LALY",-116.0625,51.5291666666667
"LALY",-116.054166666666,51.5291666666667
"LALY",-116.045833333333,51.5291666666667
"LALY",-116.0375,51.5291666666667
"LALY",-116.029166666666,51.5291666666667
"LALY",-116.020833333333,51.5291666666667
"LALY",-116.0125,51.5291666666667
"LALY",-116.004166666666,51.5291666666667
"LALY",-115.995833333333,51.5291666666667
"LALY",-115.9875,51.5291666666667
"LALY",-115.979166666666,51.5291666666667
"LALY",-115.895833333333,51.5291666666667
"LALY",-115.8875,51.5291666666667
"LALY",-115.879166666666,51.5291666666667
"LALY",-115.870833333333,51.5291666666667
"LALY",-115.8625,51.5291666666667
"LALY",-115.854166666666,51.5291666666667
"LALY",-115.845833333333,51.5291666666667
"LALY",-115.8375,51.5291666666667
"LALY",-115.829166666666,51.5291666666667
"LALY",-115.820833333333,51.5291666666667
"LALY",-115.8125,51.5291666666667
"LALY",-115.804166666666,51.5291666666667
"LALY",-115.795833333333,51.5291666666667
"LALY",-115.7875,51.5291666666667
"LALY",-115.779166666666,51.5291666666667
"LALY",-115.770833333333,51.5291666666667
"LALY",-115.7625,51.5291666666667
"LALY",-115.754166666666,51.5291666666667
"LALY",-115.745833333333,51.5291666666667
"LALY",-115.7375,51.5291666666667
"LALY",-115.729166666666,51.5291666666667
"LALY",-115.720833333333,51.5291666666667
"LALY",-115.7125,51.5291666666667
"LALY",-115.6125,51.5291666666667
"LALY",-115.604166666666,51.5291666666667
"LALY",-115.595833333333,51.5291666666667
"LALY",-115.5875,51.5291666666667
"LALY",-115.579166666666,51.5291666666667
"LALY",-115.570833333333,51.5291666666667
"LALY",-115.5625,51.5291666666667
"LALY",-115.554166666666,51.5291666666667
"LALY",-115.545833333333,51.5291666666667
"LALY",-115.5375,51.5291666666667
"LALY",-115.529166666666,51.5291666666667
"LALY",-115.520833333333,51.5291666666667
"LALY",-115.5125,51.5291666666667
"LALY",-115.504166666666,51.5291666666667
"LALY",-115.495833333333,51.5291666666667
"LALY",-115.4875,51.5291666666667
"LALY",-115.479166666666,51.5291666666667
"LALY",-117.104166666667,51.5208333333334
"LALY",-117.095833333333,51.5208333333334
"LALY",-117.0875,51.5208333333334
"LALY",-117.079166666666,51.5208333333334
"LALY",-117.070833333333,51.5208333333334
"LALY",-117.0625,51.5208333333334
"LALY",-117.054166666667,51.5208333333334
"LALY",-117.045833333333,51.5208333333334
"LALY",-117.0375,51.5208333333334
"LALY",-117.029166666666,51.5208333333334
"LALY",-117.020833333333,51.5208333333334
"LALY",-117.0125,51.5208333333334
"LALY",-117.004166666666,51.5208333333334
"LALY",-116.995833333333,51.5208333333334
"LALY",-116.504166666666,51.5208333333334
"LALY",-116.495833333333,51.5208333333334
"LALY",-116.4875,51.5208333333334
"LALY",-116.479166666666,51.5208333333334
"LALY",-116.470833333333,51.5208333333334
"LALY",-116.4625,51.5208333333334
"LALY",-116.454166666666,51.5208333333334
"LALY",-116.445833333333,51.5208333333334
"LALY",-116.4375,51.5208333333334
"LALY",-116.429166666666,51.5208333333334
"LALY",-116.420833333333,51.5208333333334
"LALY",-116.4125,51.5208333333334
"LALY",-116.404166666666,51.5208333333334
"LALY",-116.395833333333,51.5208333333334
"LALY",-116.3875,51.5208333333334
"LALY",-116.379166666666,51.5208333333334
"LALY",-116.370833333333,51.5208333333334
"LALY",-116.3625,51.5208333333334
"LALY",-116.354166666666,51.5208333333334
"LALY",-116.345833333333,51.5208333333334
"LALY",-116.3375,51.5208333333334
"LALY",-116.329166666666,51.5208333333334
"LALY",-116.320833333333,51.5208333333334
"LALY",-116.3125,51.5208333333334
"LALY",-116.304166666666,51.5208333333334
"LALY",-116.295833333333,51.5208333333334
"LALY",-116.2875,51.5208333333334
"LALY",-116.279166666666,51.5208333333334
"LALY",-116.270833333333,51.5208333333334
"LALY",-116.120833333333,51.5208333333334
"LALY",-116.1125,51.5208333333334
"LALY",-116.104166666666,51.5208333333334
"LALY",-116.095833333333,51.5208333333334
"LALY",-116.0875,51.5208333333334
"LALY",-116.079166666666,51.5208333333334
"LALY",-116.070833333333,51.5208333333334
"LALY",-116.0625,51.5208333333334
"LALY",-116.054166666666,51.5208333333334
"LALY",-116.045833333333,51.5208333333334
"LALY",-116.0375,51.5208333333334
"LALY",-116.029166666666,51.5208333333334
"LALY",-116.020833333333,51.5208333333334
"LALY",-116.0125,51.5208333333334
"LALY",-116.004166666666,51.5208333333334
"LALY",-115.995833333333,51.5208333333334
"LALY",-115.9875,51.5208333333334
"LALY",-115.979166666666,51.5208333333334
"LALY",-115.879166666666,51.5208333333334
"LALY",-115.870833333333,51.5208333333334
"LALY",-115.8625,51.5208333333334
"LALY",-115.854166666666,51.5208333333334
"LALY",-115.845833333333,51.5208333333334
"LALY",-115.8375,51.5208333333334
"LALY",-115.829166666666,51.5208333333334
"LALY",-115.820833333333,51.5208333333334
"LALY",-115.8125,51.5208333333334
"LALY",-115.804166666666,51.5208333333334
"LALY",-115.795833333333,51.5208333333334
"LALY",-115.7875,51.5208333333334
"LALY",-115.779166666666,51.5208333333334
"LALY",-115.770833333333,51.5208333333334
"LALY",-115.7625,51.5208333333334
"LALY",-115.754166666666,51.5208333333334
"LALY",-115.745833333333,51.5208333333334
"LALY",-115.7375,51.5208333333334
"LALY",-115.729166666666,51.5208333333334
"LALY",-115.720833333333,51.5208333333334
"LALY",-115.7125,51.5208333333334
